HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,Parkinglot_Group
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,914,354867,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,274336,"(1200, 1400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,176991,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,448672,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,143389,"(800, 1000]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,265486,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,207079,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,135398,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,134513,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,221238,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,309734,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,422123,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,"(800, 1000]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,209734,"(400, 600]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,78761,"(0, 200]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,361061,"(1000, 1200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,360176,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,"(800, 1000]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,379646,"(200, 400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,194690,"(600, 800]"
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,109734,"(0, 200]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,136283,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,307964,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,178761,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,113274,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,161504,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,248672,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,300442,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,255752,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,331858,"(400, 600]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,121238,
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,237168,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,348672,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,435398,"(600, 800]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,132743,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,282566,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,247787,"(400, 600]"
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,156637,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,221238,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,265486,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,262831,"(800, 1000]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,"(600, 800]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,176991,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,163716,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,269026,"(200, 400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,238938,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,238938,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,84070,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,83185,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,190265,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,446017,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,278761,"(400, 600]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,174336,
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,119469,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,243362,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,80530,"(600, 800]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,276991,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,353982,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,144752,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,261946,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,225663,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,192035,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,269911,"(1200, 1400]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,331858,"(1000, 1200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,211504,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,349557,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,495575,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,252212,"(600, 800]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,258407,"(400, 600]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,218584,
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,207964,
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,317699,"(1000, 1200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,285398,
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,154867,"(0, 200]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,82300,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,274336,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,77876,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,356637,"(400, 600]"
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,57522,"(200, 400]"
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,65929,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,353982,"(800, 1000]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,263716,"(0, 200]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,382300,"(1200, 1400]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,392035,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,209734,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,337168,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,247787,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,376106,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,252212,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,243362,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,163716,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,247787,"(400, 600]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,168141,
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,300884,"(200, 400]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,231858,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,353982,"(1200, 1400]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,278761,"(0, 200]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,85840,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,351247,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,190265,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,458407,"(400, 600]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,107522,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,159292,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,107964,"(800, 1000]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,159292,
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,176991,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,190265,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,154867,
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,128318,"(0, 200]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,137168,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,123893,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,284955,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,99557,"(400, 600]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38938,
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831,"(200, 400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,232743,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,409734,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,131415,"(400, 600]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,216814,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255840,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,333628,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,137168,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,274336,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,"(800, 1000]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,"(600, 800]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38584,
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,238938,"(200, 400]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,203539,"(1000, 1200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,175221,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,196460,"(1200, 1400]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,265486,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,322566,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,234513,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,226991,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,353982,
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,61946,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,133628,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,143362,
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,273451,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,234513,"(1200, 1400]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,81415,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,176106,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,388690,"(1200, 1400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,230088,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442,"(800, 1000]"
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,62831,"(200, 400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,166371,"(600, 800]"
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,56637,"(200, 400]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,1035,484070,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,342477,"(800, 1000]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,323008,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,296460,"(1200, 1400]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,58849,
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,53982,"(0, 200]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,141592,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,373451,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,238938,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,215929,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,292035,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,140380,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,157964,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,"(800, 1000]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,1035,389380,"(1200, 1400]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,129203,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,117699,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,188938,"(200, 400]"
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,88495,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,238938,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,191150,"(1200, 1400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,124778,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,"(800, 1000]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,371681,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,323982,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,100000,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73442,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,170353,"(0, 200]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,168141,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,211946,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,264601,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,221238,
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,207079,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,153539,"(600, 800]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,379646,"(1200, 1400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,207079,"(200, 400]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,55752,
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,259292,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,346017,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,223893,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,123893,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,342477,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,314159,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,336283,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,155584,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,357522,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,194690,"(600, 800]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,207044,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,"(800, 1000]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,407079,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,225663,"(400, 600]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,212389,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,75221,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,148672,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,216814,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,146460,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,238938,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,265486,"(200, 400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,251327,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,215044,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,435398,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,"(800, 1000]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,262831,"(600, 800]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,298230,"(1200, 1400]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,155752,"(0, 200]"
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,100000,"(0, 200]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,194247,"(200, 400]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,154690,"(0, 200]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,128318,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,308849,"(1200, 1400]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,334513,"(1000, 1200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,384955,"(600, 800]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,300000,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,367256,"(1200, 1400]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,292035,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,307964,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,230088,"(1200, 1400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,221238,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,185840,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,318584,"(400, 600]"
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,59734,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,146017,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,167256,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,84513,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,175663,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,143238,"(800, 1000]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,148230,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,153097,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,371681,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,207079,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,"(800, 1000]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,368672,"(600, 800]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,287610,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,477876,"(400, 600]"
